Job title,Age,Industry,Salary,Bonus,total_salary,Country,State,City,Overall_experience,Field_experience,Degree,Gender,Race
program manager,25-34,computing or tech,137000.0,20000.0,157000.0,United States,Massachusetts,Cambridge,5-7 years,5-7 years,College degree,Woman,White
technical project manager,45-54,computing or tech,120000.0,0.0,120000.0,United States,Massachusetts,Peabody,21 - 30 years,5-7 years,College degree,Woman,White
customer success manger,55-64,computing or tech,54000.0,0.0,54000.0,United States,Ohio,Akron,31 - 40 years,21 - 30 years,College degree,Woman,White
licensed mental health counselor,25-34,health care,38000.0,0.0,38000.0,United States,Florida,Tallahassee,8 - 10 years,5-7 years,Master's degree,Woman,Black or African American
vice president of program,35-44,nonprofits,115000.0,2000.0,117000.0,United States,Texas,Austin,11 - 20 years,11 - 20 years,Master's degree,Woman,White
assistant professor,35-44,education (higher education),97000.0,0.0,97000.0,United States,Massachusetts,Boston,11 - 20 years,8 - 10 years,PhD,Woman,"Asian or Asian American, White"
senior editor,25-34,"marketing, advertising & pr",44000.0,0.0,44000.0,United States,Pennsylvania,Lancaster,5-7 years,5-7 years,College degree,Woman,White
safety and compliance manager,35-44,transport or logistics,70000.0,7000.0,77000.0,United States,Alabama,Huntsville,8 - 10 years,2 - 4 years,College degree,Woman,White
operations analyst,35-44,utilities & telecommunications,77500.0,15000.0,92500.0,United States,Texas,"Houston, TX",11 - 20 years,8 - 10 years,College degree,Woman,White
rn,45-54,health care,71000.0,0.0,71000.0,United States,Ohio,Cleveland,8 - 10 years,8 - 10 years,College degree,Woman,"Black or African American, White"
public relations specialist,25-34,"marketing, advertising & pr",63500.0,0.0,63500.0,United States,Michigan,Grand Rapids,8 - 10 years,8 - 10 years,College degree,Woman,White
"senior seo technician, founder",35-44,digital marketing,76700.0,0.0,76700.0,United States,Florida,West Palm Beach,11 - 20 years,8 - 10 years,College degree,Woman,White
associate dean,55-64,education (higher education),100000.0,0.0,100000.0,United States,New York,New York City,31 - 40 years,21 - 30 years,College degree,Woman,White
market manager,25-34,sales,45000.0,10000.0,55000.0,United States,Ohio,Remote,8 - 10 years,1 year or less,High School,Woman,White
admissions specialist,25-34,education (higher education),40000.0,0.0,40000.0,United States,California,Los angeles,11 - 20 years,8 - 10 years,College degree,Woman,Black or African American
gift entry specialist,35-44,nonprofits,58000.0,0.0,58000.0,United States,Minnesota,st paul,11 - 20 years,8 - 10 years,College degree,Woman,White
"associate engineer, packaging ",18-24,health care,82000.0,5000.0,87000.0,United States,California,San Diego,1 year or less,1 year or less,College degree,Woman,White
registered client services associate,45-54,"accounting, banking & finance",45000.0,2000.0,47000.0,United States,Virginia,Richmond,5-7 years,2 - 4 years,College degree,Woman,White
production editor,25-34,media & digital,56000.0,0.0,56000.0,United States,Massachusetts,Cambridge,8 - 10 years,5-7 years,Master's degree,Woman,White
communications strategist,35-44,education (higher education),59000.0,0.0,59000.0,United States,Ohio,Columbus,11 - 20 years,5-7 years,Master's degree,Woman,White
"director, donor development",25-34,nonprofits,106000.0,0.0,106000.0,United States,Montana,Missoula,8 - 10 years,8 - 10 years,College degree,Woman,White
consultant,25-34,utilities & telecommunications,100000.0,5000.0,105000.0,United States,Massachusetts,Waltham,8 - 10 years,8 - 10 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
accountant,35-44,education (higher education),71000.0,0.0,71000.0,United States,Wisconsin,Madison,8 - 10 years,5-7 years,College degree,Woman,White
senior consultant,35-44,"accounting, banking & finance",151000.0,40000.0,191000.0,United States,Florida,Orlando,11 - 20 years,11 - 20 years,College degree,Woman,White
registered client services associate ,45-54,"accounting, banking & finance",43000.0,3000.0,46000.0,United States,Virginia,Richmond,5-7 years,2 - 4 years,College degree,Woman,White
social media supervisor,25-34,"marketing, advertising & pr",77000.0,2500.0,79500.0,United States,Pennsylvania,Philadelphia,5-7 years,5-7 years,College degree,Woman,White
engineering program manager,35-44,computing or tech,125500.0,9000.0,134500.0,United States,North Carolina,Cary,11 - 20 years,8 - 10 years,College degree,Woman,White
learning and development manager,25-34,recruitment or hr,100000.0,15000.0,115000.0,United States,Ohio,Cincinnati,11 - 20 years,11 - 20 years,Master's degree,Woman,White
teacher,25-34,education (primary/secondary),60000.0,0.0,60000.0,United States,North Dakota,Grand Forks,8 - 10 years,8 - 10 years,Master's degree,Woman,White
federal specialist,25-34,government and public administration,73000.0,1000.0,74000.0,United States,Michigan,Detroit,5-7 years,5-7 years,Master's degree,Woman,White
resource specialist ,25-34,"accounting, banking & finance",38000.0,2000.0,49702.96357484752,United Kingdom,Other,Uk,5-7 years,5-7 years,High School,Woman,White
director of learning & development,35-44,computing or tech,125000.0,15000.0,140000.0,United States,Arizona,Scottsdale,11 - 20 years,8 - 10 years,College degree,Woman,White
senior consultant,25-34,business or consulting,73000.0,2500.0,75500.0,United States,Pennsylvania,Harrisburg,11 - 20 years,11 - 20 years,Master's degree,Woman,White
software verification & validation specialist,35-44,computing or tech,107100.0,0.0,107100.0,United States,Nevada,Las Vegas,11 - 20 years,11 - 20 years,College degree,Man,White
"vice president, market researcg",45-54,"marketing, advertising & pr",80000.0,0.0,80000.0,United States,Washington,Seattle,21 - 30 years,11 - 20 years,College degree,Woman,White
library technician,25-34,library tech for a school system,50000.0,0.0,37419.069038369795,Canada,Other,Regina,11 - 20 years,11 - 20 years,Some college,Woman,White
paralegal,25-34,law,36000.0,0.0,36000.0,United States,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
project manager ,25-34,computing or tech,58750.0,650.0,59400.0,United States,Virginia,Richmond,2 - 4 years,1 year or less,College degree,Woman,White
project manager,25-34,computing or tech,58750.0,0.0,58750.0,United States,Virginia,Richmond,2 - 4 years,1 year or less,College degree,Woman,White
sales recruiter,25-34,recruitment or hr,67300.0,0.0,67300.0,United States,Texas,Houston,8 - 10 years,8 - 10 years,College degree,Woman,White
physician assistant,35-44,health care,110000.0,0.0,110000.0,United States,Maine,Portland,11 - 20 years,11 - 20 years,Master's degree,Woman,White
contract specialist ,35-44,government and public administration,111445.0,4000.0,115445.0,United States,Oregon,Portland,11 - 20 years,11 - 20 years,College degree,Woman,White
senior regional director,35-44,"accounting, banking & finance",107000.0,2000.0,109000.0,United States,North Carolina,Raleigh,11 - 20 years,11 - 20 years,College degree,Woman,White
senior manager accounting,35-44,utilities & telecommunications,160000.0,25000.0,185000.0,United States,California,Santa Cruz,11 - 20 years,8 - 10 years,Master's degree,Woman,White
it portfolio manager ,25-34,retail,70000.0,14000.0,104376.22350717979,United Kingdom,Other,Littlehampton,8 - 10 years,8 - 10 years,College degree,Woman,White
economy manager,35-44,government and public administration,44000.0,0.0,54673.25993233227,United Kingdom,Other,Somerset,11 - 20 years,11 - 20 years,College degree,Man,White
associate manager,25-34,nonprofits,98800.0,0.0,98800.0,United States,District of Columbia,"Washington, DC",8 - 10 years,8 - 10 years,Master's degree,Woman,White
director of operations,35-44,museum,87000.0,0.0,87000.0,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,Master's degree,Woman,White
application programmer associate,35-44,education (higher education),46000.0,0.0,46000.0,United States,Georgia,Athens,11 - 20 years,5-7 years,College degree,Woman,White
practice manager,25-34,health care,40000.0,0.0,40000.0,United States,Florida,Leesburg,8 - 10 years,8 - 10 years,College degree,Man,Black or African American
resident,25-34,health care,70000.0,0.0,70000.0,United States,Connecticut,New haven,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Black or African American
administrative specialist,25-34,government and public administration,47184.0,0.0,47184.0,United States,Oregon,"Salem, OR",5-7 years,5-7 years,College degree,Man,White
senior manager ,25-34,computing or tech,156500.0,90000.0,246500.0,United States,New York,New York City,8 - 10 years,5-7 years,College degree,Woman,Another option not listed here or prefer not to answer
manager,25-34,"marketing, advertising & pr",132000.0,15000.0,147000.0,United States,Washington,Seattle,8 - 10 years,8 - 10 years,College degree,Woman,White
communications manager,25-34,health care,85000.0,0.0,63612.417365228655,Canada,Other,Toronto,8 - 10 years,8 - 10 years,College degree,Woman,White
health program associate,35-44,government and public administration,52000.0,0.0,52000.0,United States,Alaska,anchorage,21 - 30 years,2 - 4 years,High School,Woman,White
estimator,25-34,engineering or manufacturing,57000.0,0.0,57000.0,United States,New York,New York City,1 year or less,1 year or less,College degree,Woman,Asian or Asian American
senior software developer,45-54,computing or tech,190000.0,80000.0,270000.0,United States,California,Los Angeles,21 - 30 years,21 - 30 years,Some college,Man,White
learning and development manager,35-44,recruitment or hr,117000.0,0.0,87560.62154978533,Canada,Other,Toronto,11 - 20 years,8 - 10 years,College degree,Woman,Asian or Asian American
staff scientist iii,35-44,engineering or manufacturing,154000.0,200000.0,354000.0,United States,Arizona,Chandler,11 - 20 years,8 - 10 years,PhD,Man,White
counsellor,35-44,health care,30000.0,0.0,37277.222681135645,United Kingdom,Other,Bournemouth,8 - 10 years,8 - 10 years,College degree,Woman,White
manager,45-54,nonprofits,55000.0,0.0,41160.97594220677,Canada,Other,Halifax,21 - 30 years,21 - 30 years,College degree,Woman,White
administrative assistant ,45-54,insurance,40000.0,0.0,40000.0,United States,Illinois,Chicago,21 - 30 years,8 - 10 years,Some college,Woman,Another option not listed here or prefer not to answer
casino marketing executive ,35-44,hospitality & events,80000.0,25000.0,105000.0,United States,Nevada,Las Vegas,11 - 20 years,11 - 20 years,College degree,Man,White
senior manager,35-44,computing or tech,185000.0,10000.0,195000.0,United States,Texas,Austin,11 - 20 years,11 - 20 years,Some college,Man,White
legal assistant,45-54,law,68000.0,0.0,68000.0,United States,Michigan,Farmington Hills,31 - 40 years,21 - 30 years,High School,Woman,White
exhibitions preparator,25-34,nonprofits,44000.0,0.0,44000.0,United States,Oregon,Bend,5-7 years,5-7 years,Master's degree,Woman,White
chief of staff ,35-44,computing or tech,106000.0,0.0,106000.0,United States,California,Sacramento,11 - 20 years,1 year or less,Some college,Woman,White
lead product designer,35-44,media & digital,150000.0,20000.0,170000.0,United States,New York,New York City,11 - 20 years,11 - 20 years,Master's degree,Woman,Middle Eastern or Northern African
lead analyst,35-44,transport or logistics,104000.0,11000.0,115000.0,United States,Illinois,Naperville,21 - 30 years,11 - 20 years,College degree,Woman,White
consolidation manager,25-34,"accounting, banking & finance",102000.0,10000.0,112000.0,United States,Kentucky,Mount Washington,8 - 10 years,8 - 10 years,Master's degree,Woman,White
research director,35-44,government and public administration,80000.0,0.0,80000.0,United States,New Mexico,Santa Fe,8 - 10 years,8 - 10 years,College degree,Woman,White
scholarship advisor,25-34,nonprofits,60000.0,2000.0,62000.0,United States,Washington,Seattle,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
program specialist,35-44,education (higher education),65000.0,0.0,65000.0,United States,Iowa,Des Moines,11 - 20 years,11 - 20 years,Master's degree,Woman,White
physical therapist assistant ,25-34,health care,54600.0,500.0,55100.0,United States,Delaware,Wilmington,11 - 20 years,8 - 10 years,College degree,Woman,White
content designer,25-34,computing or tech,130000.0,20000.0,150000.0,United States,New York,New York City,5-7 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
msnager,35-44,agriculture or forestry,77250.0,15000.0,92250.0,United States,North Carolina,Raleigh-Durham,21 - 30 years,11 - 20 years,College degree,Woman,Black or African American
legal content analyst,35-44,media & digital,99000.0,3000.0,102000.0,United States,Virginia,Arlington,11 - 20 years,8 - 10 years,Master's degree,Woman,White
"associate director, office of engagement",35-44,education (higher education),68000.0,0.0,68000.0,United States,Virginia,Charlottesville,11 - 20 years,8 - 10 years,Master's degree,Woman,White
student success coach ,25-34,education (higher education),51000.0,0.0,51000.0,United States,Maryland,Annapolis,5-7 years,1 year or less,College degree,Woman,White
lcsw,25-34,social work,90000.0,0.0,90000.0,United States,New York,New York City,8 - 10 years,8 - 10 years,Master's degree,Woman,White
director,25-34,business or consulting,110000.0,0.0,110000.0,United States,New York,New York City,8 - 10 years,2 - 4 years,Master's degree,Woman,White
implementation consultant ii,25-34,computing or tech,72100.0,5000.0,77100.0,United States,Texas,Houston,2 - 4 years,2 - 4 years,College degree,Man,White
landscape designer,25-34,art & design,70000.0,7000.0,77000.0,United States,California,San Francisco,5-7 years,5-7 years,Master's degree,Woman,White
marketing & communications specialist,25-34,"marketing, advertising & pr",57500.0,0.0,57500.0,United States,Louisiana,New Orleans,5-7 years,5-7 years,College degree,Woman,White
senior consultant,25-34,business or consulting,110000.0,10000.0,120000.0,United States,District of Columbia,Washington DC,5-7 years,2 - 4 years,Master's degree,Woman,White
software engineer,35-44,computing or tech,82000.0,0.0,82000.0,United States,Ohio,Columbus,11 - 20 years,2 - 4 years,College degree,Woman,White
head of client success,35-44,computing or tech,173000.0,0.0,173000.0,United States,Maine,Remote,11 - 20 years,8 - 10 years,Master's degree,Woman,"Asian or Asian American, White"
ux designer,18-24,computing or tech,72000.0,0.0,72000.0,United States,Michigan,Ann Arbor,2 - 4 years,1 year or less,College degree,Woman,Asian or Asian American
senior systems engineer ii,25-34,engineering or manufacturing,121000.0,10000.0,131000.0,United States,Arizona,Tucson,11 - 20 years,11 - 20 years,Master's degree,Woman,White
laboratory technician,35-44,engineering or manufacturing,110000.0,5000.0,77208.0582049401,Australia,Other,Central Qld,11 - 20 years,11 - 20 years,College degree,Woman,White
operational excellence manager,35-44,engineering or manufacturing,109000.0,54000.0,121986.16506508553,Canada,Other,expat in Spanish speaking country,5-7 years,2 - 4 years,PhD,Man,"Hispanic, Latino, or Spanish origin"
analyst,25-34,engineering or manufacturing,67000.0,5000.0,72000.0,United States,Oregon,Portland,2 - 4 years,1 year or less,Master's degree,Man,White
social media associate ,25-34,media & digital,62000.0,0.0,62000.0,United States,California,Los Angeles,2 - 4 years,2 - 4 years,Master's degree,Woman,White
physician assistant,25-34,health care,120000.0,12000.0,132000.0,United States,Oregon,Portland,2 - 4 years,2 - 4 years,Master's degree,Woman,Black or African American
software engineer ,25-34,computing or tech,137000.0,40000.0,177000.0,United States,Washington,Seattle,8 - 10 years,2 - 4 years,College degree,Woman,Black or African American
surgical coordinator ,45-54,health care,53206.0,2000.0,55206.0,United States,Washington,Kirkland,21 - 30 years,11 - 20 years,Some college,Woman,White
training and technical assistance manager,35-44,nonprofits,53000.0,0.0,53000.0,United States,Missouri,St. Louis,11 - 20 years,11 - 20 years,Master's degree,Woman,White
customer success manager,25-34,computing or tech,85000.0,0.0,85000.0,United States,Tennessee,Nashville,8 - 10 years,2 - 4 years,Master's degree,Woman,White
director,35-44,education (higher education),97000.0,0.0,72592.9939344374,Canada,Other,Vancouver,11 - 20 years,11 - 20 years,Master's degree,Woman,White
physical therapist,25-34,health care,96000.0,0.0,96000.0,United States,California,Sacramento,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Another option not listed here or prefer not to answer
content marketing manager,45-54,"marketing, advertising & pr",72000.0,3000.0,75000.0,United States,Washington,Seattle,11 - 20 years,5-7 years,College degree,Woman,White
patent attorney ,35-44,law,225000.0,70000.0,295000.0,United States,Massachusetts,Cambridge,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,"Asian or Asian American, White"
assistant director,35-44,nonprofits,88000.0,3000.0,91000.0,United States,New York,New York City,11 - 20 years,11 - 20 years,Master's degree,Woman,White
product designer,25-34,computing or tech,135000.0,40500.0,175500.0,United States,Wisconsin,Madison,8 - 10 years,5-7 years,College degree,Woman,Black or African American
senior front end developer ,35-44,computing or tech,131000.0,0.0,98037.96088052886,Canada,Other,Toronto,11 - 20 years,11 - 20 years,College degree,Woman,White
front end web developer ,25-34,"marketing, advertising & pr",68000.0,3000.0,71000.0,United States,Washington,Spokane,5-7 years,5-7 years,College degree,Woman,White
analyst,18-24,business or consulting,77500.0,5000.0,82500.0,United States,Oregon,Portland,2 - 4 years,1 year or less,College degree,Woman,White
senior trial attorney,25-34,law,81000.0,0.0,81000.0,United States,New York,Brooklyn,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
training manager,25-34,hospitality & events,102300.0,0.0,68681.60308143802,Australia,Other,Sydney,11 - 20 years,8 - 10 years,College degree,Woman,White
managing director,35-44,"accounting, banking & finance",235000.0,130000.0,365000.0,United States,California,Los Angeles,11 - 20 years,11 - 20 years,Master's degree,Woman,Black or African American
associate director of contracting services ,35-44,nonprofits,92000.0,0.0,92000.0,United States,Pennsylvania,Pittsburgh,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
acat associate,35-44,"accounting, banking & finance",52000.0,0.0,52000.0,United States,Florida,Orlando,11 - 20 years,11 - 20 years,Some college,Woman,White
legislative aide,25-34,government and public administration,59000.0,0.0,59000.0,United States,Maryland,Annapolis,8 - 10 years,5-7 years,Master's degree,Woman,White
head of global business taxes,35-44,"accounting, banking & finance",106000.0,25000.0,162777.20570762563,United Kingdom,Other,Edinburgh,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
supply chain manager ,25-34,health care,130000.0,0.0,130000.0,United States,Illinois,Chicago,8 - 10 years,2 - 4 years,College degree,Woman,White
web developer,45-54,computing or tech,82000.0,0.0,82000.0,United States,Illinois,Champaign,21 - 30 years,21 - 30 years,Master's degree,Man,White
plant controller,25-34,"accounting, banking & finance",75000.0,10000.0,85000.0,United States,South Carolina,Camden,5-7 years,5-7 years,Master's degree,Woman,White
vp growth strategy,35-44,business or consulting,140000.0,20000.0,160000.0,United States,Pennsylvania,outside philadelphia,11 - 20 years,11 - 20 years,College degree,Woman,White
"senior manager, communications",25-34,computing or tech,87000.0,5000.0,92000.0,United States,Virginia,Remote,5-7 years,5-7 years,College degree,Woman,"Middle Eastern or Northern African, White"
hr director ,45-54,health care,150000.0,20000.0,170000.0,United States,Colorado,Denver,31 - 40 years,21 - 30 years,Master's degree,Woman,White
contract analyst iii,35-44,insurance,59000.0,1400.0,60400.0,United States,Illinois,Naperville IL,11 - 20 years,11 - 20 years,College degree,Woman,White
budget analyst,25-34,government and public administration,60000.0,0.0,60000.0,United States,North Carolina,Durham,5-7 years,2 - 4 years,Master's degree,Man,White
veterinarian,45-54,health care,95000.0,0.0,95000.0,United States,California,San Diego,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
admin,25-34,business or consulting,21500.0,0.0,26715.342921480544,United Kingdom,Other,Manchesyer,5-7 years,5-7 years,College degree,Woman,White
senior digital analyst,25-34,"accounting, banking & finance",53000.0,6000.0,73311.8712729001,United Kingdom,Other,Edinburgh,8 - 10 years,5-7 years,Master's degree,Woman,White
substitute teacher,35-44,education (primary/secondary),18000.0,0.0,18000.0,United States,Maryland,California,11 - 20 years,2 - 4 years,College degree,Woman,White
producer,25-34,media & digital,73000.0,0.0,73000.0,United States,Massachusetts,Remote,5-7 years,5-7 years,College degree,Woman,White
senior user experience researcher,55-64,media & digital,73500.0,10000.0,103754.93646249421,United Kingdom,Other,London,11 - 20 years,5-7 years,PhD,Woman,White
program analyst,25-34,business or consulting,83000.0,0.0,83000.0,United States,District of Columbia,DC,8 - 10 years,5-7 years,College degree,Woman,White
site reliability engineer,35-44,computing or tech,170000.0,17500.0,187500.0,United States,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Man,White
sr. hr business partner,35-44,insurance,124500.0,19000.0,143500.0,United States,Wisconsin,Madison,11 - 20 years,11 - 20 years,Master's degree,Woman,White
human resources manager,25-34,computing or tech,60000.0,0.0,60000.0,United States,Arkansas,Jonesboro,8 - 10 years,8 - 10 years,College degree,Woman,White
sourcing analyst,25-34,transport or logistics,74000.0,6500.0,80500.0,United States,South Carolina,Boston,5-7 years,2 - 4 years,College degree,Woman,White
strategy consultant,25-34,business or consulting,117000.0,11000.0,128000.0,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Woman,White
health sciences librarian,25-34,education (higher education),59000.0,0.0,59000.0,United States,North Carolina,Triangle,8 - 10 years,8 - 10 years,Master's degree,Woman,White
senior product specialist,25-34,computing or tech,91500.0,0.0,91500.0,United States,California,San Francisco,8 - 10 years,5-7 years,College degree,Woman,"Asian or Asian American, White"
office manager,35-44,agriculture or forestry,56000.0,5000.0,61000.0,United States,Massachusetts,"Amherst, MA",8 - 10 years,5-7 years,Some college,Woman,White
general manager,35-44,property or construction,108150.0,10815.0,118965.0,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,White
admin assistant,25-34,nonprofits,18856.0,0.0,23429.977029183123,United Kingdom,Other,"Leigh, Greater Manchester",5-7 years,5-7 years,Master's degree,Man,White
engineering manager,25-34,computing or tech,190000.0,0.0,190000.0,United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Man,White
junior chief of staff,25-34,"accounting, banking & finance",62250.0,5000.0,67250.0,United States,Utah,Salt Lake City,2 - 4 years,2 - 4 years,Master's degree,Woman,White
senior academic program coordinator,25-34,education (higher education),48000.0,0.0,48000.0,United States,Texas,Austin,11 - 20 years,8 - 10 years,Master's degree,Woman,White
program manager,25-34,education (higher education),60000.0,0.0,60000.0,United States,Massachusetts,Boston,8 - 10 years,2 - 4 years,Master's degree,Woman,White
executive director,35-44,education (higher education),90000.0,0.0,90000.0,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,Master's degree,Woman,Another option not listed here or prefer not to answer
deposit operations specialist,25-34,"accounting, banking & finance",30000.0,0.0,30000.0,United States,Ohio,Kent,5-7 years,2 - 4 years,College degree,Woman,White
archaeologist,35-44,government and public administration,47733.0,0.0,47733.0,United States,South Carolina,Columbia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
software developer,18-24,computing or tech,100000.0,10000.0,110000.0,United States,Virginia,Fairfax VA,2 - 4 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
crm marketing manager,25-34,restaurants & hospitality,118000.0,0.0,118000.0,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
junior staff writer,25-34,"marketing, advertising & pr",65000.0,10000.0,75000.0,United States,Other,I’m remote but my company is based in Massachusetts,2 - 4 years,2 - 4 years,College degree,Woman,Black or African American
research analyst,25-34,nonprofits,70000.0,0.0,70000.0,United States,Massachusetts,Cambridge (Boston metro area),8 - 10 years,8 - 10 years,College degree,Woman,White
senior paralegal,35-44,professional services,110000.0,0.0,110000.0,United States,California,San Francisco,11 - 20 years,11 - 20 years,College degree,Woman,White
executive assistant,25-34,nonprofits,54650.0,1000.0,55650.0,United States,Illinois,Chicago,11 - 20 years,8 - 10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
software engineer,25-34,engineering or manufacturing,111000.0,50000.0,161000.0,United States,Florida,Fort Lauderdale,2 - 4 years,2 - 4 years,College degree,Woman,Black or African American
program director,25-34,education (higher education),79000.0,0.0,79000.0,United States,Washington,Olympia,5-7 years,5-7 years,College degree,Woman,White
"senior manager, partner relations",35-44,computing or tech,100000.0,25000.0,125000.0,United States,New Jersey,Somerset,11 - 20 years,11 - 20 years,College degree,Man,White
office manager,35-44,"accounting, banking & finance",60000.0,3000.0,63000.0,United States,Washington,Seattle,11 - 20 years,5-7 years,Some college,Woman,White
lab coordinator,35-44,health care,57000.0,0.0,57000.0,United States,New York,Saranac Lake,11 - 20 years,11 - 20 years,Some college,Woman,White
career specialist,35-44,education (primary/secondary),46000.0,0.0,46000.0,United States,South Carolina,Lexington,11 - 20 years,2 - 4 years,College degree,Woman,White
maintenance planner,25-34,engineering or manufacturing,58425.0,750.0,59175.0,United States,Iowa,Waterloo,8 - 10 years,8 - 10 years,College degree,Man,White
administrative assistant/hr,25-34,nonprofits,43000.0,0.0,43000.0,United States,Minnesota,Saint Paul,8 - 10 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
customer experience standards administrator,35-44,"accounting, banking & finance",42889.0,0.0,42889.0,United States,Maine,Kennebunk,11 - 20 years,8 - 10 years,Some college,Woman,White
vice president,35-44,insurance,137200.0,100000.0,237200.0,United States,Texas,Houston,11 - 20 years,11 - 20 years,College degree,Man,White
claims representative,35-44,insurance,45760.0,0.0,45760.0,United States,Michigan,Marquette,11 - 20 years,8 - 10 years,College degree,Woman,White
avp & actuary,35-44,insurance,180000.0,54000.0,234000.0,United States,Massachusetts,Springfield,11 - 20 years,11 - 20 years,College degree,Woman,White
senior scientist,35-44,health care,108000.0,11000.0,119000.0,United States,Wisconsin,Madison,8 - 10 years,8 - 10 years,PhD,Woman,White
associate director,25-34,nonprofits,130000.0,0.0,130000.0,United States,California,San Francisco,11 - 20 years,5-7 years,Master's degree,Woman,White
business development manager,25-34,sales,35000.0,7000.0,31432.017992230627,Canada,Other,"Kingston, Ontario",2 - 4 years,2 - 4 years,College degree,Woman,White
"associate director, marketing",25-34,media & digital,105000.0,0.0,105000.0,United States,New York,New York City,11 - 20 years,8 - 10 years,College degree,Woman,"Black or African American, Hispanic, Latino, or Spanish origin"
global fulfillment specialist,45-54,entertainment,63000.0,3000.0,66000.0,United States,New York,New York City,21 - 30 years,21 - 30 years,College degree,Woman,White
accountant,35-44,"accounting, banking & finance",60200.0,300.0,60500.0,United States,Illinois,Collinsville,11 - 20 years,5-7 years,Master's degree,Woman,White
senior business manager ,25-34,"accounting, banking & finance",201000.0,35000.0,236000.0,United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Woman,White
reporter,25-34,media & digital,48000.0,0.0,48000.0,United States,North Carolina,Charlotte,5-7 years,5-7 years,College degree,Woman,White
attorney advisor,25-34,law,126614.0,0.0,126614.0,United States,District of Columbia,DC,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
museum collections manager,35-44,nonprofits,57000.0,0.0,57000.0,United States,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
hr generalist,25-34,engineering or manufacturing,40000.0,0.0,40000.0,United States,Idaho,Boise,8 - 10 years,2 - 4 years,Some college,Woman,White
partner,45-54,law,96000.0,0.0,96000.0,United States,Massachusetts,Boston,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
office managet,55-64,health care,50000.0,5000.0,41160.97594220677,Canada,Other,Grande Prairie Alberta Canada,31 - 40 years,8 - 10 years,Some college,Woman,White
executive assistant,35-44,government and public administration,62263.0,0.0,46596.46991072037,Canada,Other,Toronto,8 - 10 years,5-7 years,Master's degree,Woman,White
administrative coordinator,55-64,computing or tech,78750.0,500.0,79250.0,United States,Pennsylvania,Philadelphia,11 - 20 years,5-7 years,Master's degree,Woman,White
marketing manager,35-44,publishing,64000.0,400.0,64400.0,United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Woman,White
head of school,45-54,education (primary/secondary),210000.0,20000.0,230000.0,United States,Virginia,Richmond,21 - 30 years,21 - 30 years,Master's degree,Man,White
director of research & sponsored programs,35-44,education (higher education),76000.0,0.0,76000.0,United States,Georgia,Atlanta,8 - 10 years,8 - 10 years,Master's degree,Woman,White
adoptions client care supervisor ,25-34,nonprofits,50419.0,0.0,50419.0,United States,California,San Francisco,8 - 10 years,5-7 years,College degree,Woman,Asian or Asian American
vp legal,25-34,law,225000.0,100000.0,325000.0,United States,New York,New York City,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
human resources manager,45-54,engineering or manufacturing,94000.0,6000.0,100000.0,United States,Ohio,Cleveland,21 - 30 years,21 - 30 years,Master's degree,Woman,White
quality assurance manager,35-44,manufacturing (personal care),94000.0,22000.0,116000.0,United States,Ohio,Delaware,11 - 20 years,11 - 20 years,High School,Woman,White
postdoctoral researcher ,25-34,education (higher education),37000.0,0.0,45975.24130673396,United Kingdom,Other,Durham,5-7 years,5-7 years,PhD,Woman,White
noc technician tier 1,25-34,media & digital,43680.0,3000.0,46680.0,United States,Iowa,Cedar Rapids,5-7 years,2 - 4 years,Some college,Man,White
