Job title,Age,Industry,total_salary,Country,State,City,Overall_experience,Field_experience,Degree,Gender,Race
teacher,35-44,education (primary/secondary),83500.0,United States,Connecticut,Hartford,11 - 20 years,11 - 20 years,Master's degree,Woman,White
accountant,55-64,"accounting, banking & finance",55000.0,United States,Illinois,Vernon hills,31 - 40 years,11 - 20 years,College degree,Woman,White
software engineer,25-34,computing or tech,148400.0,United States,Illinois,Chicago,5-7 years,5-7 years,Master's degree,Man,White
office manager,45-54,health care,64400.0,United States,Missouri,St. Louis,31 - 40 years,11 - 20 years,High School,Woman,White
scrum master,45-54,insurance,109000.0,United States,Iowa,Des Moines,31 - 40 years,21 - 30 years,College degree,Man,White
market research manager,25-34,market research,105000.0,United States,California,San Francisco,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
director of operations ,25-34,property or construction,79750.0,United States,Minnesota,Roseville,5-7 years,2 - 4 years,Master's degree,Woman,White
application support manager,35-44,computing or tech,127000.0,United States,Colorado,Denver,11 - 20 years,11 - 20 years,College degree,Man,"Asian or Asian American, White"
management analyst,25-34,government and public administration,66000.0,United States,Colorado,Denver,8 - 10 years,2 - 4 years,Master's degree,Woman,White
assistant director ,35-44,education (higher education),58000.0,United States,Oklahoma,Oklahoma City,11 - 20 years,8 - 10 years,Master's degree,Woman,White
assistant principal,35-44,education (primary/secondary),72592.9939344374,Canada,Other,Calgary,8 - 10 years,8 - 10 years,Master's degree,Woman,White
associate professor,35-44,education (higher education),104197.30985571044,Australia,Other,Canberra,11 - 20 years,11 - 20 years,PhD,Woman,White
prep cook,35-44,hospitality & events,20800.0,United States,Missouri,Lebanon,11 - 20 years,8 - 10 years,High School,Woman,White
assistant buyer,25-34,retail,63500.0,Australia,Other,Sydney,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
team lead,35-44,nonprofits,42000.0,United States,California,WFH,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
data analyst ,25-34,computing or tech,44732.66721736277,United Kingdom,Other,Bristol,2 - 4 years,2 - 4 years,College degree,Woman,White
technical support associate,25-34,insurance,67334.0,United States,Pennsylvania,Philadelphia,8 - 10 years,2 - 4 years,College degree,Woman,White
registered nurse,25-34,health care,60000.0,United States,Texas,Austin,5-7 years,2 - 4 years,College degree,Woman,White
school psychologist,35-44,education (primary/secondary),101000.0,United States,Minnesota,Minneapolis,11 - 20 years,8 - 10 years,Master's degree,Woman,White
senior research associate,25-34,business or consulting,57000.0,United States,District of Columbia,"Washington, D.C.",2 - 4 years,2 - 4 years,College degree,Woman,White
instructor,35-44,education (higher education),24000.0,United States,Ohio,Toledo,11 - 20 years,5-7 years,PhD,Woman,White
sales consultant ,25-34,sales,100000.0,United States,Massachusetts,Auburn,11 - 20 years,5-7 years,College degree,Woman,White
data scientist,25-34,computing or tech,143000.0,United States,North Carolina,Charlotte,2 - 4 years,2 - 4 years,PhD,Man,White
business analyst ,25-34,retail,62500.0,United States,Michigan,Grand Rapids,5-7 years,5-7 years,College degree,Woman,White
graphic designer,25-34,"marketing, advertising & pr",62500.0,United States,Virginia,Alexandria,8 - 10 years,5-7 years,Some college,Woman,White
liaison,25-34,"marketing, advertising & pr",68000.0,United States,Tennessee,Memphis,5-7 years,5-7 years,College degree,Woman,White
user experience lead,35-44,engineering or manufacturing,137000.0,United States,Michigan,Ann Arbor,11 - 20 years,8 - 10 years,Master's degree,Woman,White
administrator,35-44,law,125000.0,United States,California,San Diego,11 - 20 years,5-7 years,Master's degree,Woman,Asian or Asian American
investigator,25-34,government and public administration,56320.0,United States,New York,New York City,5-7 years,2 - 4 years,College degree,Woman,White
senior operations associate,25-34,education (primary/secondary),65000.0,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
risk analyst,35-44,"accounting, banking & finance",80900.0,United States,Colorado,Denver,11 - 20 years,8 - 10 years,College degree,Man,White
communications manager,25-34,nonprofits,71500.0,United States,Louisiana,New Orleans,8 - 10 years,5-7 years,College degree,Woman,"Asian or Asian American, Hispanic, Latino, or Spanish origin, Another option not listed here or prefer not to answer"
senior specialist,25-34,"marketing, advertising & pr",70000.0,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,White
regulatory coordinator,35-44,health care,34632.0,United States,Montana,Missoula,11 - 20 years,2 - 4 years,College degree,Woman,White
networking pm,25-34,computing or tech,96300.0,United States,Michigan,Detroit,5-7 years,5-7 years,Master's degree,Woman,White
continuous improvement manager,25-34,engineering or manufacturing,127000.0,United States,California,"Sacramento, CA",8 - 10 years,8 - 10 years,College degree,Woman,White
content specialist ,25-34,education (primary/secondary),42000.0,United States,Arizona,Phoenix,5-7 years,5-7 years,College degree,Woman,White
assistant controller,45-54,"accounting, banking & finance",108700.0,United States,Florida,Tampa,21 - 30 years,11 - 20 years,Master's degree,Woman,White
team leader,25-34,government and public administration,80564.93030080706,New Zealand,Other,Wellington,8 - 10 years,2 - 4 years,High School,Man,Asian or Asian American
public relations coordinator,18-24,utilities & telecommunications,53200.0,United States,Illinois,Marissa,2 - 4 years,2 - 4 years,College degree,Woman,White
chemical engineer,45-54,engineering or manufacturing,116000.0,United States,Idaho,Idaho Falls,11 - 20 years,11 - 20 years,College degree,Woman,White
technical writer/editor,25-34,engineering or manufacturing,97000.0,United States,District of Columbia,Washington,11 - 20 years,5-7 years,Master's degree,Woman,White
senior financial analyst,25-34,health care,75000.0,United States,Pennsylvania,Philadelphia,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
project manager,55-64,pharmaceuticals,140000.0,United States,Georgia,Gainesville,21 - 30 years,11 - 20 years,Master's degree,Woman,White
software engineer,35-44,insurance,36000.0,United States,District of Columbia,washington,11 - 20 years,5-7 years,Master's degree,Man,Another option not listed here or prefer not to answer
program manager,55-64,environmental ,136000.0,United States,Maryland,Hunt valley,31 - 40 years,31 - 40 years,Master's degree,Man,White
manager,35-44,hospitality & events,47500.0,United States,West Virginia,Charleston,11 - 20 years,2 - 4 years,Master's degree,Woman,White
senior environmental engineer,45-54,environmental ,105000.0,United States,Kentucky,Louisville,21 - 30 years,21 - 30 years,College degree,Man,White
business intelligence analyst,18-24,insurance,76730.0,United States,Rhode Island,Johnston,1 year or less,1 year or less,College degree,Man,White
sustainability manager,18-24,environmental,46339.82,Ireland,Other,Belfast,2 - 4 years,1 year or less,Master's degree,Man,White
associate attorney,35-44,law,22900.0,United States,Maryland,Baltimore,8 - 10 years,2 - 4 years,PhD,Woman,White
senior accountant ,35-44,"accounting, banking & finance",105000.0,United States,Michigan,Southfield,5-7 years,5-7 years,Master's degree,Woman,White
area manager,25-34,business or consulting,55000.0,United States,Florida,Tampa Bay region,5-7 years,5-7 years,College degree,Woman,White
environmental scientist,18-24,environmental,34425.54351530021,Canada,Other,Toronto,1 year or less,1 year or less,Master's degree,Man,White
senior hr generalist,35-44,business or consulting,85000.0,United States,Minnesota,Minneapolis,11 - 20 years,8 - 10 years,College degree,Woman,Black or African American
environmental engineer ,25-34,engineering or manufacturing,67800.0,United States,Georgia,Lawrenceville,8 - 10 years,8 - 10 years,College degree,Woman,White
library associate,55-64,education (higher education),47500.0,United States,Tennessee,Nashville,11 - 20 years,11 - 20 years,Master's degree,Woman,White
environmental manager,35-44,environmental,103230.0,United States,North Dakota,Bismarck,11 - 20 years,11 - 20 years,Master's degree,Woman,White
contract specialist ,55-64,government and public administration,36400.0,United States,North Carolina,Jacksonville,31 - 40 years,2 - 4 years,College degree,Woman,White
environmental scientist,25-34,engineering or manufacturing,56500.0,United States,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Man,White
environmental specialist,25-34,government and public administration,43000.0,United States,Florida,Jacksonville,2 - 4 years,2 - 4 years,College degree,Woman,Black or African American
geologist ,25-34,government and public administration,54000.0,United States,Idaho,Salmon,8 - 10 years,2 - 4 years,College degree,Man,White
regional coordinator,35-44,transport or logistics,80000.0,United States,California,Bay Area,8 - 10 years,2 - 4 years,Master's degree,Woman,White
associate scientist,35-44,environmental,48000.0,United States,Missouri,Springfield,1 year or less,1 year or less,College degree,Woman,White
gis technician,25-34,computing or tech,52000.0,United States,California,Sunnyvale,2 - 4 years,1 year or less,College degree,Woman,White
project manager,25-34,environmental consulting,83000.0,United States,Utah,Salt Lake City,5-7 years,5-7 years,College degree,Woman,White
senior hr generalist,45-54,computing or tech,75000.0,United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
project manager,35-44,enviromental ,55380.2221767873,Canada,Other,Nanaimo,8 - 10 years,5-7 years,College degree,Man,White
environmental engineer,25-34,engineering or manufacturing,61500.0,United States,Missouri,Kansas City,5-7 years,2 - 4 years,College degree,Woman,White
environmental scientist ,25-34,business or consulting,71000.0,United States,California,Carlsbad,5-7 years,5-7 years,Master's degree,Man,Asian or Asian American
salesforce administrator,25-34,"accounting, banking & finance",104500.0,United States,North Carolina,Cary,11 - 20 years,2 - 4 years,Master's degree,Woman,White
consultant,25-34,utilities & telecommunications,75000.0,United States,Arizona,Phoenix,2 - 4 years,1 year or less,College degree,Man,Asian or Asian American
environmental specialist,25-34,environmental health and safety,46000.0,United States,California,San Francisco,1 year or less,1 year or less,College degree,Man,"Hispanic, Latino, or Spanish origin"
gis technician,25-34,engineering or manufacturing,35000.0,United States,Oregon,Portland,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
environmental planner,25-34,government and public administration,60000.0,United States,Massachusetts,Westfield,5-7 years,5-7 years,College degree,Man,White
project manager,25-34,business or consulting,117000.0,United States,Texas,Houston,8 - 10 years,8 - 10 years,Master's degree,Man,White
environmental compliance specialist ,35-44,environmental,91700.0,United States,Virginia,Norfolk,11 - 20 years,11 - 20 years,College degree,Man,White
environmental investigator,25-34,government and public administration,52000.0,United States,Texas,Corpus Christi,8 - 10 years,5-7 years,College degree,Man,White
assistant scientist,18-24,environmental consulting,53800.0,United States,Hawaii,Honolulu,1 year or less,1 year or less,College degree,Woman,White
environmental consultant,18-24,business or consulting,93000.0,United States,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Woman,White
service delivery manager,25-34,computing or tech,120000.0,United States,Maryland,Frederick,8 - 10 years,2 - 4 years,College degree,Woman,White
environmental scientist ,25-34,engineering or manufacturing,48500.0,United States,Tennessee,Nashville,5-7 years,2 - 4 years,Master's degree,Man,White
geologist,25-34,business or consulting,72000.0,United States,California,Chico,5-7 years,5-7 years,College degree,Woman,White
lead software engineer,25-34,computing or tech,134700.0,United States,New York,New York City,5-7 years,5-7 years,Master's degree,Man,Asian or Asian American
marketing communications manager,35-44,engineering or manufacturing,70000.0,United States,Indiana,Indianapolis,11 - 20 years,11 - 20 years,Master's degree,Woman,White
administrative assistant ,25-34,recruitment or hr,33000.0,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,White
grants manager,25-34,nonprofits,75000.0,United States,North Carolina,Charlotte,5-7 years,5-7 years,Master's degree,Woman,White
project manager,25-34,business or consulting,85000.0,United States,Louisiana,New Orleans,11 - 20 years,8 - 10 years,College degree,Man,White
staff geologist,25-34,environmental,60000.0,United States,Texas,Dallas,2 - 4 years,2 - 4 years,College degree,Woman,White
software development engineer,35-44,computing or tech,95000.0,United States,Idaho,Boise,8 - 10 years,8 - 10 years,Some college,Man,White
environmental project manager,25-34,engineering or manufacturing,58000.0,United States,Virginia,Roanoke,5-7 years,5-7 years,College degree,Man,White
software engineer,18-24,computing or tech,82000.0,United States,Colorado,Colorado Springs,1 year or less,1 year or less,Master's degree,Man,White
merchandiser & seo coordinator ,25-34,"marketing, advertising & pr",40282.46515040353,Australia,Other,Melbourne,5-7 years,1 year or less,College degree,Woman,White
environmental scientist ,35-44,business or consulting,49393.17113064813,Canada,Other,Victoria,5-7 years,2 - 4 years,College degree,Woman,White
environmental compliance specialist ,18-24,environmental compliance ,44500.0,United States,California,los angeles,1 year or less,1 year or less,College degree,Woman,White
project lead,25-34,art & design,36925.59305453657,Australia,Other,Melbourne,2 - 4 years,1 year or less,Master's degree,Woman,White
project engineer,25-34,business or consulting,72000.0,United States,Oregon,Portland,2 - 4 years,1 year or less,College degree,Man,White
executive assistant,35-44,property or construction,57500.0,United States,California,Pinole,11 - 20 years,8 - 10 years,College degree,Woman,White
environmental specialist,25-34,utilities & telecommunications,116000.0,United States,California,Los Angeles,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American
project officer,25-34,nonprofits,53709.95353387137,Australia,Other,Melbourne,5-7 years,2 - 4 years,Master's degree,Woman,White
design engineer ,18-24,engineering or manufacturing,39311.98,Ireland,Other,Dublin,2 - 4 years,1 year or less,Master's degree,Woman,White
geologist,25-34,engineering or manufacturing,67000.0,United States,Texas,Dallas,5-7 years,5-7 years,College degree,Man,White
it support specialist,35-44,health care,39762.37085987802,United Kingdom,Other,Bristol,11 - 20 years,11 - 20 years,Master's degree,Woman,White
product manager,25-34,media & digital,148500.0,United States,New York,New York City,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, Middle Eastern or Northern African, White"
occupational health and safety manager,35-44,government and public administration,103690.0,United States,Maryland,Bethesda,8 - 10 years,2 - 4 years,PhD,Woman,White
corporate controller,25-34,government and public administration,135000.0,United States,Alabama,Huntsville,11 - 20 years,11 - 20 years,Master's degree,Woman,White
operations analyst,25-34,computing or tech,100470.0,United States,Texas,Austin,8 - 10 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
customer success manager,35-44,computing or tech,140000.0,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,College degree,Woman,White
project manager,25-34,art & design,36000.0,United States,Ohio,Cleveland,2 - 4 years,2 - 4 years,College degree,Woman,White
environmental analyst,25-34,government and public administration,91000.0,United States,Colorado,Denver,11 - 20 years,8 - 10 years,Master's degree,Man,Asian or Asian American
"associate director, annual giving",25-34,education (higher education),58000.0,United States,Pennsylvania,Pittsburgh,5-7 years,5-7 years,Master's degree,Woman,White
environmental engineer ,25-34,engineering or manufacturing,62400.0,United States,Louisiana,Baton Rouge,2 - 4 years,2 - 4 years,Master's degree,Woman,White
technical writer,25-34,computing or tech,93000.0,United States,Colorado,Colorado Springs,8 - 10 years,8 - 10 years,College degree,Man,"Asian or Asian American, White"
librarian,25-34,education (higher education),82500.0,United States,California,Los Angeles,5-7 years,5-7 years,Master's degree,Woman,White
youth services librarian,25-34,library,42371.0,United States,Alabama,Tuscaloosa,2 - 4 years,2 - 4 years,Master's degree,Woman,White
graduate student,18-24,education (higher education),15000.0,United States,North Carolina,Chapel Hill,2 - 4 years,1 year or less,Master's degree,Woman,"Black or African American, White"
registration executive,25-34,government and public administration,35910.391182827334,United Kingdom,Other,Plymouth,5-7 years,5-7 years,College degree,Woman,White
benefits specialist,25-34,health care,73000.0,United States,Kentucky,Louisville,8 - 10 years,5-7 years,College degree,Woman,Black or African American
marketing manager ,25-34,retail,125000.0,United States,New York,New York City,8 - 10 years,2 - 4 years,College degree,Woman,White
contract administrator,25-34,property or construction,48000.0,United States,Tennessee,Nashville,2 - 4 years,1 year or less,College degree,Woman,White
environmental health specialist,25-34,environmental,48000.0,United States,Arizona,Phoenix,2 - 4 years,2 - 4 years,College degree,Woman,White
vice president,35-44,business or consulting,130000.0,United States,Pennsylvania,Pittsburgh,11 - 20 years,8 - 10 years,Master's degree,Woman,White
hr manager,25-34,recruitment or hr,57000.0,United States,Tennessee,Bartlett,8 - 10 years,8 - 10 years,College degree,Woman,White
research associate,18-24,health care,42000.0,United States,Michigan,Detroit,2 - 4 years,2 - 4 years,College degree,Woman,Middle Eastern or Northern African
design strategist,25-34,business or consulting,88000.0,United States,Massachusetts,Boston,5-7 years,5-7 years,Master's degree,Woman,White
software test engineer,55-64,computing or tech,96500.0,United States,Alabama,Montgomery,31 - 40 years,21 - 30 years,Some college,Woman,White
director of customer success,45-54,media & digital,115000.0,United States,Wisconsin,Madison,21 - 30 years,11 - 20 years,College degree,Woman,White
product manager,35-44,engineering or manufacturing,74554.44536227129,United Kingdom,Other,Bristol,11 - 20 years,8 - 10 years,PhD,Woman,White
director of operations,25-34,sales ,76000.0,United States,New Jersey,Cherry Hill,8 - 10 years,2 - 4 years,College degree,Woman,White
graduate civil engineer,25-34,engineering or manufacturing,86000.0,United States,Texas,Houston,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
environmental consultant,25-34,business or consulting,86200.0,United States,Texas,Houston,2 - 4 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
data analyst ,18-24,engineering or manufacturing,56000.0,United States,Ohio,Cleveland,2 - 4 years,2 - 4 years,College degree,Woman,White
account executive,25-34,"marketing, advertising & pr",55000.0,United States,New York,Buffalo,5-7 years,5-7 years,College degree,Woman,White
senior recruiter,25-34,computing or tech,90000.0,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Woman,White
environmental engineer,25-34,engineering or manufacturing,80000.0,United States,Indiana,Indianapolis,2 - 4 years,2 - 4 years,College degree,Man,White
senior consultant,25-34,health care,88693.0,United States,Illinois,Chicago,2 - 4 years,2 - 4 years,Master's degree,Woman,White
managing editor,25-34,nonprofits,37000.0,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,White
administrative assistant ,25-34,"accounting, banking & finance",53750.0,United States,California,San Diego,2 - 4 years,2 - 4 years,College degree,Woman,White
environmental specialist,25-34,engineering or manufacturing,58250.0,United States,Florida,Jacksonville,5-7 years,5-7 years,College degree,Man,White
academic librarian ,35-44,education (higher education),48000.0,United States,Wisconsin,Milwaukee,11 - 20 years,2 - 4 years,Master's degree,Woman,White
coo,35-44,nonprofits,130000.0,United States,District of Columbia,Washington DC,11 - 20 years,11 - 20 years,Master's degree,Woman,Another option not listed here or prefer not to answer
asset manager,25-34,health care,95000.0,United States,Illinois,Chicago,5-7 years,5-7 years,College degree,Woman,White
software engineer iii,18-24,computing or tech,150424.65753424657,Canada,Other,Waterloo,2 - 4 years,2 - 4 years,College degree,Woman,White
vice president,35-44,"accounting, banking & finance",123000.0,United States,Massachusetts,Quincy,11 - 20 years,11 - 20 years,Master's degree,Man,White
category manager,45-54,"accounting, banking & finance",103500.0,United States,Florida,Jacksonville,21 - 30 years,21 - 30 years,Master's degree,Woman,White
senior software engineer,35-44,computing or tech,36200.0,United States,Oregon,Portland,8 - 10 years,5-7 years,PhD,Man,"Hispanic, Latino, or Spanish origin"
publisher,45-54,book publishing,103500.0,United States,New York,New York City,21 - 30 years,11 - 20 years,Master's degree,Woman,White
senior director,35-44,"leisure, sport & tourism",99000.0,United States,New York,New York City,11 - 20 years,11 - 20 years,Master's degree,Woman,White
associate,25-34,"accounting, banking & finance",73400.0,United States,Utah,Salt Lake City,5-7 years,2 - 4 years,College degree,Woman,White
director of marketing,35-44,computing or tech,84567.09602671574,Canada,Other,Ottawa,11 - 20 years,8 - 10 years,College degree,Woman,White
network technical specialist,35-44,utilities & telecommunications,118000.0,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,College degree,Man,White
associate director,35-44,health care,109000.0,United States,Washington,Seattle,21 - 30 years,11 - 20 years,College degree,Woman,White
finance manager,35-44,education (higher education),110000.0,United States,Minnesota,Minneapolis,11 - 20 years,11 - 20 years,Master's degree,Woman,White
assistant professor ,35-44,education (higher education),95000.0,United States,New York,New York City,11 - 20 years,8 - 10 years,PhD,Woman,White
media supervisor,25-34,"marketing, advertising & pr",90000.0,United States,New York,New York City,5-7 years,5-7 years,College degree,Woman,White
data scientist,25-34,nonprofits,137000.0,United States,District of Columbia,Washington,8 - 10 years,8 - 10 years,Master's degree,Woman,White
product design,18-24,engineering or manufacturing,160000.0,United States,California,Cupertino,1 year or less,2 - 4 years,College degree,Woman,Asian or Asian American
cloud engineer,35-44,computing or tech,80564.93030080706,Australia,Other,Melbourne,11 - 20 years,2 - 4 years,Master's degree,Woman,White
executive assistant,35-44,education (primary/secondary),74000.0,United States,New Jersey,Scotch Plains,11 - 20 years,11 - 20 years,Master's degree,Woman,White
software engineer,18-24,computing or tech,60423.69772560529,Australia,Other,Mebourne,2 - 4 years,2 - 4 years,College degree,Man,White
production manager,25-34,computing or tech,37277.222681135645,United Kingdom,Other,Norwich,8 - 10 years,8 - 10 years,Master's degree,Woman,White
retention manager,25-34,education (higher education),51900.0,United States,Kentucky,Louisville,8 - 10 years,5-7 years,Master's degree,Woman,White
hr officer,45-54,education (higher education),75000.0,United States,Colorado,Fort Collins,21 - 30 years,11 - 20 years,College degree,Woman,White
policy associate,25-34,nonprofits,65000.0,United States,District of Columbia,"Washington, DC",2 - 4 years,2 - 4 years,Master's degree,Woman,White
hr generalist,18-24,recruitment or hr,71500.0,United States,Ohio,Cleveland,2 - 4 years,2 - 4 years,College degree,Woman,White
assistant librarian,25-34,education (higher education),53500.0,United States,New York,Ithaca,8 - 10 years,5-7 years,Master's degree,Woman,White
analyst,25-34,education (higher education),60000.0,United States,Ohio,Columbus,8 - 10 years,8 - 10 years,College degree,Woman,White
grants associate,25-34,nonprofits,60000.0,United States,Virginia,Hampton Roads,5-7 years,2 - 4 years,College degree,Woman,White
supervisor,25-34,government and public administration,37500.0,United States,Illinois,Chicago,11 - 20 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
communications director,25-34,nonprofits,95000.0,United States,New York,New York City,8 - 10 years,8 - 10 years,Master's degree,Woman,White
nuclear security programs lead,25-34,law enforcement & security,86500.0,United States,Illinois,Chicagoland,8 - 10 years,5-7 years,Some college,Woman,"Hispanic, Latino, or Spanish origin, White"
people operations assistant coordinator,35-44,recruitment or hr,58240.0,United States,California,Mountain View,11 - 20 years,1 year or less,College degree,Woman,White
deputy general counsel,35-44,nonprofits,150000.0,United States,New York,New York City,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
program coordinator,35-44,education (higher education),54000.0,United States,Texas,Austin Metro Area,11 - 20 years,11 - 20 years,Master's degree,Woman,White
logistics coordinator,35-44,transport or logistics,41171.0,United States,Missouri,Hannibal,8 - 10 years,2 - 4 years,College degree,Woman,White
marketing associate,35-44,commercial real estate,60500.0,United States,North Carolina,Charlotte,8 - 10 years,5-7 years,College degree,Woman,White
technical writer,35-44,engineering or manufacturing,115000.0,United States,Virginia,Sterling,11 - 20 years,11 - 20 years,PhD,Woman,White
technical lead,35-44,engineering or manufacturing,180000.0,United States,California,San Francisco,11 - 20 years,8 - 10 years,College degree,Woman,White
head of it,35-44,computing or tech,104319.5,Ireland,Other,Cork,21 - 30 years,11 - 20 years,College degree,Man,White
territory manager,55-64,sales,40040.0,United States,Minnesota,Minneapolis,31 - 40 years,31 - 40 years,Some college,Woman,White
corporate recruiter,18-24,recruitment or hr,47594.0,United States,Texas,Austin,2 - 4 years,1 year or less,College degree,Woman,White
director of people operations,35-44,computing or tech,90000.0,United States,Illinois,Chicago,11 - 20 years,5-7 years,Master's degree,Woman,White
project manager,25-34,"marketing, advertising & pr",88400.0,United States,District of Columbia,"Washington, DC",5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
"senior manager, hr",35-44,nonprofits,146000.0,United States,California,San Francisco,11 - 20 years,8 - 10 years,College degree,Man,White
software engineer iii,25-34,computing or tech,123170.0,United States,New York,Brooklyn,2 - 4 years,2 - 4 years,College degree,Woman,White
compensation manager,35-44,retail,72000.0,United States,Oregon,Portland,11 - 20 years,5-7 years,College degree,Woman,White
organizer,25-34,nonprofits,58500.0,United States,New York,New York City,5-7 years,5-7 years,Master's degree,Woman,White
finance manager,25-34,retail,94000.0,United States,New York,New York City,8 - 10 years,8 - 10 years,Master's degree,Woman,Asian or Asian American
webmaster,35-44,computing or tech,35250.0,United States,Arizona,Phoenix,11 - 20 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
mi analyst,25-34,"accounting, banking & finance",60886.13037918822,United Kingdom,Other,London,2 - 4 years,2 - 4 years,College degree,Woman,White
senior marketing manager,45-54,engineering or manufacturing,106270.15606897022,Canada,Other,"Toronto, Ontario",21 - 30 years,21 - 30 years,College degree,Woman,White
executive director,35-44,art & design,137000.0,United States,Illinois,Chicago,21 - 30 years,11 - 20 years,Master's degree,Woman,White
senior editor,25-34,nonprofits,79000.0,United States,District of Columbia,Washington DC,5-7 years,2 - 4 years,College degree,Woman,White
marketing manager,35-44,biotech,90000.0,United States,Michigan,Ann Arbor,11 - 20 years,11 - 20 years,College degree,Woman,White
director of institutional giving,35-44,nonprofits,100000.0,United States,New York,New York City,21 - 30 years,11 - 20 years,Master's degree,Woman,White
human resources associate,25-34,recruitment or hr,54000.0,United States,Pennsylvania,Montgomeryville,11 - 20 years,5-7 years,Some college,Woman,White
senior analyst,35-44,government and public administration,97000.0,United States,District of Columbia,Washington,5-7 years,2 - 4 years,Master's degree,Woman,White
librarian iii,25-34,public libraries,61951.0,United States,Maryland,Owings Mills,11 - 20 years,8 - 10 years,Master's degree,Woman,White
mid-level systems administrator,25-34,computing or tech,87000.0,United States,California,Los Angeles,5-7 years,5-7 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
mathematician,18-24,computing or tech,65000.0,United States,Texas,Austin,2 - 4 years,1 year or less,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
crm manager,25-34,retail,102000.0,United States,Florida,Fort Lauderdale,11 - 20 years,8 - 10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
operations analyst,25-34,computing or tech,63022.0,United States,California,Folsom,5-7 years,2 - 4 years,College degree,Woman,White
library director ,35-44,public library ,62500.0,United States,Pennsylvania,Philadelphia suburb,11 - 20 years,11 - 20 years,Master's degree,Woman,White
marketing manager,25-34,"marketing, advertising & pr",95000.0,United States,New York,Port Washington,5-7 years,5-7 years,College degree,Woman,White
research associate,35-44,nonprofits,84000.0,United States,California,San Francisco,11 - 20 years,5-7 years,Master's degree,Woman,White
project coordinator,18-24,business or consulting,99000.0,United States,Texas,Austin,2 - 4 years,2 - 4 years,Master's degree,Woman,White
relationship manager,45-54,"accounting, banking & finance",160000.0,United States,New York,New York City,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
editor,35-44,media & digital,45000.0,United States,Other,Fully remote company based out of CA,11 - 20 years,8 - 10 years,College degree,Woman,White
attorney,25-34,law,124000.0,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin, White"
pharmacist,25-34,health care,76867.0,Ireland,Other,Dublin,1 year or less,2 - 4 years,Master's degree,Man,White
property manager ,25-34,property or construction,46200.0,United States,Missouri,St. Louis,11 - 20 years,8 - 10 years,Some college,Woman,White
client support specialist,25-34,computing or tech,42059.03359912765,Canada,Other,"Kitchener, ON",5-7 years,5-7 years,College degree,Woman,Asian or Asian American
project leader,25-34,engineering or manufacturing,95000.0,United States,Oregon,Hillsboro,5-7 years,2 - 4 years,College degree,Man,White
plant breeder,25-34,agriculture or forestry,101000.0,United States,Maine,Augusta,5-7 years,5-7 years,PhD,Woman,White
development director,35-44,nonprofits,62500.0,United States,Massachusetts,Northampton,11 - 20 years,11 - 20 years,College degree,Woman,White
account manager,35-44,sales,75000.0,United States,Iowa,Dubuque,11 - 20 years,5-7 years,College degree,Woman,White
software engineer,25-34,computing or tech,175000.0,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Man,"Asian or Asian American, White"
administrative assistant,25-34,education (higher education),36000.0,United States,Pennsylvania,Pittsburgh,2 - 4 years,2 - 4 years,Master's degree,Woman,White
financial analyst,25-34,"accounting, banking & finance",102700.0,United States,Virginia,Arlington,8 - 10 years,8 - 10 years,Master's degree,Woman,White
